,subject,session,run,task,ts_CAPS,pearson_r
154,sub-19,ses-01,run-01,task-tp,tsCAP3,0.0712466071004071
155,sub-19,ses-01,run-01,task-tp,tsCAP4,0.0816924639814169
156,sub-19,ses-01,run-01,task-tp,tsCAP5,0.09768605439724355
157,sub-19,ses-01,run-01,task-tp,tsCAP6,0.11754138900276209
158,sub-19,ses-01,run-01,task-tp,tsCAP7,-0.05021931611348982
159,sub-19,ses-01,run-01,task-tp,tsCAP8,-0.034605191328445015
160,sub-11,ses-01,run-01,task-tp,tsCAP1,-0.013061574755148709
161,sub-11,ses-01,run-01,task-tp,tsCAP2,-0.0015578316615921606
162,sub-11,ses-01,run-01,task-tp,tsCAP3,-0.03203211944253138
163,sub-11,ses-01,run-01,task-tp,tsCAP4,-0.020394280109445932
164,sub-11,ses-01,run-01,task-tp,tsCAP5,0.030129991089300225
165,sub-11,ses-01,run-01,task-tp,tsCAP6,0.06308971546392364
166,sub-11,ses-01,run-01,task-tp,tsCAP7,0.11425584691441883
167,sub-11,ses-01,run-01,task-tp,tsCAP8,0.12974380150617634
168,sub-12,ses-01,run-01,task-tp,tsCAP1,0.10676465542254215
169,sub-12,ses-01,run-01,task-tp,tsCAP2,0.1269033435692878
170,sub-12,ses-01,run-01,task-tp,tsCAP3,0.1625932184943505
171,sub-12,ses-01,run-01,task-tp,tsCAP4,0.12398349301944711
172,sub-12,ses-01,run-01,task-tp,tsCAP5,0.09000756507444974
173,sub-12,ses-01,run-01,task-tp,tsCAP6,0.12078528928603878
174,sub-12,ses-01,run-01,task-tp,tsCAP7,0.24437591153128127
175,sub-12,ses-01,run-01,task-tp,tsCAP8,0.2591071406463275
176,sub-01,ses-01,run-02,task-tp,tsCAP1,0.1817954762627366
177,sub-01,ses-01,run-02,task-tp,tsCAP2,0.13681414883945098
178,sub-01,ses-01,run-02,task-tp,tsCAP3,0.002468204924867367
179,sub-01,ses-01,run-02,task-tp,tsCAP4,-0.012882092498083659
180,sub-01,ses-01,run-02,task-tp,tsCAP5,-0.03552257833353234
181,sub-01,ses-01,run-02,task-tp,tsCAP6,-0.00943245660205273
182,sub-01,ses-01,run-02,task-tp,tsCAP7,-0.0074719759185031915
183,sub-01,ses-01,run-02,task-tp,tsCAP8,0.028271032320728823
184,sub-02,ses-01,run-02,task-tp,tsCAP1,0.2802649198390155
